FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
47744.8,37689,83021.7,84928.7,71449,77900.1,18731,2676.3,1.743
71696.8,56100,83756.2,105993,81764,84956,2062.83,2585.22,1.753
48499.2,40667,78157.8,81118.7,71151,74717.1,740.74,2228.16,1.754
54073.6,37462,94596.3,75106.6,52838,93156.1,9384.76,5053.62,1.754
45256.8,34821,85177,101418,79737,83355.9,4905.67,2416.26,1.761
72918.4,52150,91635.3,145949,109118,87656.5,4076.38,1838.76,1.763
91350.4,67828,88263.5,126021,93352,88470.3,32934.4,4827.9,1.763
91323.2,63485,94273.6,159357,101897,102492,43507.3,2977.26,1.768
89565.6,64184,91452.3,188310,131861,93591.8,1872.64,3442.56,1.78
51460,36880,91444.8,101266,75980,87346.1,19518.7,3937.56,1.797
81878.4,55964,95882.8,98094.1,68440,93931.9,24630,2462.46,1.8
55756.8,41384,88296.9,133654,91820,95395,6389.46,6297.06,1.811
52310.4,38293,89525.9,85793.4,62969,89290.9,32226,5656.86,1.816
113001,78411,94446.2,154591,105398,96124.2,22834.3,5041.08,1.816
61369.6,48269,83323,87328.8,70352,81350.6,1660.89,2225.52,1.816
94564.8,72329,85683.5,138687,109268,83180.7,1155.77,3176.58,1.818
55972.8,45840,80022.5,71322,60332,77474,15748.8,1832.16,1.819
53606.4,39768,88341.1,135906,98556,90372.2,34312.7,3721.74,1.837
88077.6,67392,85651.9,106057,76192,91223.9,26283.9,6836.28,1.842
48081.6,35018,89984.5,96308.5,68119,92656.6,10909.4,3344.88,1.859
96360.8,70372,89738.8,138611,93904,96737.1,2028.18,2358.18,1.872
43359.2,35169,80798.1,74843.2,60089,81627.7,747.67,4938.78,1.876
62887.2,49312,83577.5,65669.4,53256,80811.8,1935.01,3437.94,1.881
65984.8,50128,86266.8,72417.7,54632,86871.6,2164.47,5612.64,1.884
71211.2,53366,87450.8,82459.3,61222,88269.8,20029.2,6164.4,1.885
47180,37989,81391.7,104428,80177,85358.7,11499.2,2285.58,1.89
51724,40824,83034.1,83568.9,64888,84403.4,3808.42,1996.5,1.899
62097.6,47623,85455.1,93127.6,68707,88829.6,19406.3,6838.92,1.901
80577.6,60468,87331,115199,84452,89396.1,2028.95,2223.54,1.901
