path_rank,path,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13
663,0000000000000->0000000000010->0000100000010->0000100010010->0000100010110->0001100010110->0011100010110->0111100010110->0111100011110->0111110011110->0111111011110->1111111011110->1111111111110->1111111111111,0,2,258,274,278,790,1814,3862,3870,3998,4062,8158,8190,8191
664,0000000000000->0000001000000->0000001000010->0000001010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,64,66,82,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
665,0000000000000->0000000010000->0000000010010->0000000010110->1000000010110->1100000010110->1100000011110->1100100011110->1101100011110->1101100011111->1101110011111->1101111011111->1101111111111->1111111111111,0,16,18,22,4118,6166,6174,6430,6942,6943,7071,7135,7167,8191
666,0000000000000->0000001000000->0000001000010->0000001010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,64,66,82,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
667,0000000000000->0100000000000->0110000000000->0110000000010->0111000000010->1111000000010->1111010000010->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2048,3072,3074,3586,7682,7810,7811,8067,8075,8107,8171,8187,8191
668,0000000000000->0000010000000->0001010000000->0001010001000->0001010011000->1001010011000->1001010111000->1101010111000->1101011111000->1101111111000->1101111111001->1101111111011->1111111111011->1111111111111,0,128,640,648,664,4760,4792,6840,6904,7160,7161,7163,8187,8191
669,0000000000000->0000001000000->1000001000000->1000001000010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,64,4160,4162,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
670,0000000000000->0000100000000->0000110000000->1000110000000->1000110000010->1000110000011->1000110010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,256,384,4480,4482,4483,4499,6547,7059,7123,7155,7163,8187,8191
671,0000000000000->0000000000010->0000100000010->0100100000010->0100100010010->0101100010010->0101110010010->0101110010011->0101110110011->0101111110011->0101111111011->0111111111011->1111111111011->1111111111111,0,2,258,2306,2322,2834,2962,2963,2995,3059,3067,4091,8187,8191
672,0000000000000->1000000000000->1000000010000->1000000010010->1000010010010->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4112,4114,4242,4306,6354,6610,7122,7123,7155,7163,8187,8191
673,0000000000000->1000000000000->1000000000010->1000000000011->1000010000011->1100010000011->1101010000011->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,4096,4098,4099,4227,6275,6787,7811,8067,8075,8107,8171,8187,8191
674,0000000000000->0000100000000->0001100000000->1001100000000->1011100000000->1011100000010->1011100000011->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,256,768,4864,5888,5890,5891,6019,8067,8075,8107,8171,8187,8191
675,0000000000000->0000000000100->0010000000100->0011000000100->0111000000100->0111000000101->0111100000101->0111110000101->0111110001101->0111111001101->1111111001101->1111111101101->1111111101111->1111111111111,0,4,1028,1540,3588,3589,3845,3973,3981,4045,8141,8173,8175,8191
676,0000000000000->0000001000000->0000001000100->0000001100100->0000001100101->0000011100101->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,68,100,101,229,4325,4333,4335,4351,6399,6655,7167,8191
677,0000000000000->0000001000000->0000001000001->1000001000001->1000001000101->1001001000101->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,4161,4165,4677,4933,4941,5965,5997,6125,6127,8175,8191
678,0000000000000->0000100000000->0001100000000->0001100010000->1001100010000->1011100010000->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111101111011->1111111111011->1111111111111,0,256,768,784,4880,5904,5905,5937,7985,7993,8057,8059,8187,8191
679,0000000000000->0000001000000->1000001000000->1000001000100->1000001000101->1001001000101->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,4160,4164,4165,4677,4685,4941,5965,5997,6125,6127,8175,8191
680,0000000000000->1000000000000->1000000010000->1000100010000->1000100010010->1000110010010->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,4096,4112,4368,4370,4498,4499,6547,7059,7067,7099,7163,8187,8191
681,0000000000000->0001000000000->0001010000000->0001110000000->0001110000001->0011110000001->1011110000001->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,512,640,896,897,1921,6017,6019,8067,8075,8107,8171,8187,8191
682,0000000000000->0000000000001->0001000000001->0001100000001->0001110000001->1001110000001->1011110000001->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,1,513,769,897,4993,6017,6019,8067,8075,8107,8171,8187,8191
683,0000000000000->0000000000010->0000100000010->0000100000011->0000100010011->1000100010011->1100100010011->1101100010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,2,258,259,275,4371,6419,6931,7059,7091,7099,7163,8187,8191
684,0000000000000->0000000000100->0000001000100->1000001000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4,68,4164,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
685,0000000000000->0000000010000->0000010010000->0100010010000->0100011010000->0100011110000->0100011110001->0101011110001->0101111110001->0101111111001->0111111111001->1111111111001->1111111111011->1111111111111,0,16,144,2192,2256,2288,2289,2801,3057,3065,4089,8185,8187,8191
686,0000000000000->0000010000000->0000010000010->0000010000110->0000010000111->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,128,130,134,135,2183,2695,2703,6799,6831,7855,7919,8175,8191
687,0000000000000->1000000000000->1000000000001->1000100000001->1000100010001->1000100010011->1000110010011->1100110010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,4096,4097,4353,4369,4371,4499,6547,7059,7091,7099,7163,8187,8191
688,0000000000000->0000010000000->0001010000000->0001010100000->0001110100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,128,640,672,928,5024,6048,8096,8104,8168,8169,8171,8187,8191
689,0000000000000->0000000010000->0100000010000->0101000010000->0111000010000->0111000010001->0111000011001->0111100011001->1111100011001->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,16,2064,2576,3600,3601,3609,3865,7961,7963,7995,8059,8187,8191
690,0000000000000->0001000000000->0001000010000->0001000011000->0001000111000->1001000111000->1101000111000->1111000111000->1111001111000->1111001111010->1111011111010->1111011111011->1111011111111->1111111111111,0,512,528,536,568,4664,6712,7736,7800,7802,7930,7931,7935,8191
691,0000000000000->0000010000000->0100010000000->0110010000000->0111010000000->0111010100000->0111110100000->0111110101000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,128,2176,3200,3712,3744,4000,4008,8104,8168,8169,8185,8187,8191
692,0000000000000->0000010000000->0000010000010->0000010000110->0100010000110->0101010000110->0101010001110->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,128,130,134,2182,2694,2702,2703,6799,6831,7855,7919,8175,8191
693,0000000000000->0001000000000->0001000010000->0001000011000->0001000111000->0101000111000->1101000111000->1101010111000->1101110111000->1101110111001->1101110111011->1101111111011->1111111111011->1111111111111,0,512,528,536,568,2616,6712,6840,7096,7097,7099,7163,8187,8191
694,0000000000000->0000100000000->0000100000010->0000100010010->1000100010010->1000110010010->1000110010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,256,258,274,4370,4498,4499,6547,7059,7123,7155,7163,8187,8191
695,0000000000000->0100000000000->1100000000000->1110000000000->1110000000001->1110010000001->1110010000101->1111010000101->1111010001101->1111011001101->1111111001101->1111111011101->1111111111101->1111111111111,0,2048,6144,7168,7169,7297,7301,7813,7821,7885,8141,8157,8189,8191
696,0000000000000->0000000000010->0000000000110->0000010000110->0000010000111->0100010000111->0101010000111->0101010100111->1101010100111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,2,6,134,135,2183,2695,2727,6823,6831,7855,7919,7935,8191
697,0000000000000->0000010000000->0000011000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,128,192,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
698,0000000000000->0000000010000->0100000010000->0110000010000->0111000010000->1111000010000->1111000010001->1111010010001->1111010110001->1111010111001->1111011111001->1111011111011->1111011111111->1111111111111,0,16,2064,3088,3600,7696,7697,7825,7857,7865,7929,7931,7935,8191
699,0000000000000->0000001000000->0000001000100->1000001000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,68,4164,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
700,0000000000000->0000000000100->0000010000100->0001010000100->1001010000100->1001010100100->1011010100100->1011010100101->1111010100101->1111010101101->1111010101111->1111011101111->1111011111111->1111111111111,0,4,132,644,4740,4772,5796,5797,7845,7853,7855,7919,7935,8191
701,0000000000000->0000001000000->0000001000001->0000001000101->0001001000101->0001001001101->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,69,581,589,4685,4941,5965,5997,6125,6127,8175,8191
702,0000000000000->0000000000010->1000000000010->1000100000010->1000100000011->1000110000011->1000110010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,4098,4354,4355,4483,4499,6547,7059,7123,7155,7163,8187,8191
703,0000000000000->0000000000001->1000000000001->1000000010001->1000000010101->1001000010101->1001100010101->1001100011101->1011100011101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,4097,4113,4117,4629,4885,4893,5917,6045,8093,8157,8189,8191
704,0000000000000->0000000000100->0000000000101->0000000000111->0100000000111->0101000000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,4,5,7,2055,2567,2695,2703,6799,6831,7855,7919,8175,8191
705,0000000000000->0000000010000->0000001010000->0000001010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,16,80,82,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
706,0000000000000->0100000000000->0100010000000->0110010000000->0111010000000->1111010000000->1111010000001->1111010100001->1111010100101->1111010101101->1111010101111->1111011101111->1111011111111->1111111111111,0,2048,2176,3200,3712,7808,7809,7841,7845,7853,7855,7919,7935,8191
707,0000000000000->0001000000000->0001010000000->0001010001000->1001010001000->1001010011000->1001010111000->1101010111000->1101011111000->1101011111001->1101111111001->1101111111011->1111111111011->1111111111111,0,512,640,648,4744,4760,4792,6840,6904,6905,7161,7163,8187,8191
708,0000000000000->1000000000000->1001000000000->1001000100000->1001100100000->1011100100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,4096,4608,4640,4896,5920,6048,8096,8104,8168,8169,8171,8187,8191
709,0000000000000->0001000000000->0001000100000->1001000100000->1001000110000->1001000111000->1101000111000->1101010111000->1101110111000->1101111111000->1101111111001->1111111111001->1111111111011->1111111111111,0,512,544,4640,4656,4664,6712,6840,7096,7160,7161,8185,8187,8191
710,0000000000000->0000000000100->1000000000100->1000100000100->1001100000100->1001100001100->1001100001101->1001100011101->1011100011101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,4100,4356,4868,4876,4877,4893,5917,6045,8093,8157,8189,8191
711,0000000000000->0000100000000->0100100000000->0101100000000->0101100100000->0101110100000->0101111100000->0101111110000->1101111110000->1101111111000->1111111111000->1111111111001->1111111111011->1111111111111,0,256,2304,2816,2848,2976,3040,3056,7152,7160,8184,8185,8187,8191
712,0000000000000->0000001000000->1000001000000->1000001000010->1000011000010->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,64,4160,4162,4290,4306,6354,6610,7122,7123,7155,7163,8187,8191
713,0000000000000->0000001000000->1000001000000->1000001000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,4160,4164,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
714,0000000000000->0000001000000->1000001000000->1000001000001->1000001000101->1001001000101->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,4160,4161,4165,4677,4933,4941,5965,5997,6125,6127,8175,8191
